lambda_m ,Eph_J,a0v,a5v,f5v,g0v,g5v,k0v,k5v,m0v,m5v
8.6700000000000000E-07,2.2911681400692000E-19,7.5642594063758500E-03,1.1012285000000000E-02,1.4523530000000000E-02,1.7771560000000000E-02,1.9019970000000000E-02,2.5605520000000000E-02,3.2329075000000000E-02,5.0056995000000000E-02,1.0644415000000000E-01
8.6800000000000000E-07,2.2885285454377900E-19,8.2872432315209200E-03,1.1769890000000000E-02,1.4567590000000000E-02,1.7898610000000000E-02,1.8682900000000000E-02,2.4837930000000000E-02,3.1972980000000000E-02,4.8105170000000000E-02,1.0622930000000000E-01
8.6900000000000000E-07,2.2858950258227800E-19,8.9989454591707900E-03,1.1752175000000000E-02,1.4805560000000000E-02,1.7799630000000000E-02,1.8989590000000000E-02,2.5360065000000000E-02,3.3688385000000000E-02,4.9861815000000000E-02,1.0562110000000000E-01
8.7000000000000000E-07,2.2832675602758600E-19,9.3360284700011400E-03,1.1734460000000000E-02,1.5043530000000000E-02,1.7700650000000000E-02,1.9296280000000000E-02,2.5882200000000000E-02,3.5403790000000000E-02,5.1618460000000000E-02,1.0501290000000000E-01
8.7100000000000000E-07,2.2806461279448900E-19,9.4239382129756900E-03,1.1397480000000000E-02,1.5167885000000000E-02,1.7580345000000000E-02,1.9418520000000000E-02,2.5961280000000000E-02,3.5579460000000000E-02,5.2534730000000000E-02,1.0760410000000000E-01
8.7200000000000000E-07,2.2780307080733900E-19,9.3176303943661800E-03,1.1060500000000000E-02,1.5292240000000000E-02,1.7460040000000000E-02,1.9540760000000000E-02,2.6040360000000000E-02,3.5755130000000000E-02,5.3451000000000000E-02,1.1019530000000000E-01
8.7300000000000000E-07,2.2754212800000000E-19,8.9244072473719800E-03,1.1079680000000000E-02,1.4779890000000000E-02,1.7485195000000000E-02,1.9402510000000000E-02,2.5632180000000000E-02,3.5841415000000000E-02,5.3738350000000000E-02,1.1121500000000000E-01
8.7400000000000000E-07,2.2728178231578900E-19,8.0888960941780600E-03,1.1098860000000000E-02,1.4267540000000000E-02,1.7510350000000000E-02,1.9264260000000000E-02,2.5224000000000000E-02,3.5927700000000000E-02,5.4025700000000000E-02,1.1223470000000000E-01
8.7500000000000000E-07,2.2702203170742900E-19,7.2796042884023300E-03,1.1052835000000000E-02,1.4810480000000000E-02,1.7455480000000000E-02,1.9356125000000000E-02,2.5203000000000000E-02,3.4727245000000000E-02,5.3261240000000000E-02,1.1547780000000000E-01
8.7600000000000000E-07,2.2676287413698600E-19,7.5012481254414800E-03,1.1006810000000000E-02,1.5353420000000000E-02,1.7400610000000000E-02,1.9447990000000000E-02,2.5182000000000000E-02,3.3526790000000000E-02,5.2496780000000000E-02,1.1872090000000000E-01
8.7700000000000000E-07,2.2650430757582700E-19,8.3966655578192400E-03,1.1385610000000000E-02,1.5297340000000000E-02,1.7368165000000000E-02,1.9389600000000000E-02,2.5613550000000000E-02,3.3884530000000000E-02,5.2077500000000000E-02,1.1507720000000000E-01
8.7800000000000000E-07,2.2624633000455600E-19,9.0544027414439800E-03,1.1764410000000000E-02,1.5241260000000000E-02,1.7335720000000000E-02,1.9331210000000000E-02,2.6045100000000000E-02,3.4242270000000000E-02,5.1658220000000000E-02,1.1143350000000000E-01
8.7900000000000000E-07,2.2598893941296900E-19,9.3808083112221600E-03,1.1336480000000000E-02,1.5121275000000000E-02,1.7396605000000000E-02,1.9173860000000000E-02,2.5284270000000000E-02,3.3343805000000000E-02,5.2337740000000000E-02,1.1339465000000000E-01
8.8000000000000000E-07,2.2573213380000000E-19,9.4934590000000000E-03,1.0908550000000000E-02,1.5001290000000000E-02,1.7457490000000000E-02,1.9016510000000000E-02,2.4523440000000000E-02,3.2445340000000000E-02,5.3017260000000000E-02,1.1535580000000000E-01
8.8100000000000000E-07,2.2547591117366600E-19,9.4841601765372000E-03,1.1058135000000000E-02,1.5137115000000000E-02,1.7318225000000000E-02,1.8690175000000000E-02,2.5159535000000000E-02,3.2321765000000000E-02,5.2097375000000000E-02,1.1250605000000000E-01
8.8200000000000000E-07,2.2522026955102000E-19,9.3992819527042400E-03,1.1207720000000000E-02,1.5272940000000000E-02,1.7178960000000000E-02,1.8363840000000000E-02,2.5795630000000000E-02,3.2198190000000000E-02,5.1177490000000000E-02,1.0965630000000000E-01
8.8300000000000000E-07,2.2496520695809700E-19,9.1801347738472000E-03,1.0604265000000000E-02,1.4809385000000000E-02,1.7056100000000000E-02,1.8850980000000000E-02,2.5375400000000000E-02,3.2538750000000000E-02,5.2175085000000000E-02,1.1012975000000000E-01
8.8400000000000000E-07,2.2471072142986400E-19,8.7319813439828600E-03,1.0000810000000000E-02,1.4345830000000000E-02,1.6933240000000000E-02,1.9338120000000000E-02,2.4955170000000000E-02,3.2879310000000000E-02,5.3172680000000000E-02,1.1060320000000000E-01
8.8500000000000000E-07,2.2445681101016900E-19,7.9311356542583400E-03,1.0048660000000000E-02,1.4348195000000000E-02,1.7084535000000000E-02,1.9042160000000000E-02,2.5562780000000000E-02,3.3593145000000000E-02,5.3252200000000000E-02,1.0951245000000000E-01
8.8600000000000000E-07,2.2420347375169300E-19,6.9826707273239600E-03,1.0096510000000000E-02,1.4350560000000000E-02,1.7235830000000000E-02,1.8746200000000000E-02,2.6170390000000000E-02,3.4306980000000000E-02,5.3331720000000000E-02,1.0842170000000000E-01
8.8700000000000000E-07,2.2395070771589600E-19,6.9078658939547400E-03,1.0340160000000000E-02,1.4374410000000000E-02,1.7266455000000000E-02,1.8654885000000000E-02,2.6055150000000000E-02,3.3608135000000000E-02,5.2728100000000000E-02,1.0712340000000000E-01
8.8800000000000000E-07,2.2369851097297300E-19,7.8266420046062200E-03,1.0583810000000000E-02,1.4398260000000000E-02,1.7297080000000000E-02,1.8563570000000000E-02,2.5939910000000000E-02,3.2909290000000000E-02,5.2124480000000000E-02,1.0582510000000000E-01
8.8900000000000000E-07,2.2344688160180000E-19,8.5816559010101100E-03,1.0728460000000000E-02,1.4490755000000000E-02,1.7279580000000000E-02,1.8765120000000000E-02,2.5566980000000000E-02,3.3433560000000000E-02,5.1873275000000000E-02,1.0554465000000000E-01
8.9000000000000000E-07,2.2319581768988800E-19,8.9857652542600900E-03,1.0873110000000000E-02,1.4583250000000000E-02,1.7262080000000000E-02,1.8966670000000000E-02,2.5194050000000000E-02,3.3957830000000000E-02,5.1622070000000000E-02,1.0526420000000000E-01
8.9100000000000000E-07,2.2294531733333300E-19,9.1616739569892500E-03,1.0966445000000000E-02,1.4564315000000000E-02,1.7223435000000000E-02,1.8778765000000000E-02,2.5716005000000000E-02,3.4253235000000000E-02,5.1562430000000000E-02,1.0443750000000000E-01
8.9200000000000000E-07,2.2269537863677100E-19,9.2269978484950200E-03,1.1059780000000000E-02,1.4545380000000000E-02,1.7184790000000000E-02,1.8590860000000000E-02,2.6237960000000000E-02,3.4548640000000000E-02,5.1502790000000000E-02,1.0361080000000000E-01
8.9300000000000000E-07,2.2244599971332600E-19,9.2513424426559400E-03,1.1310730000000000E-02,1.4375505000000000E-02,1.6739295000000000E-02,1.8749300000000000E-02,2.5013250000000000E-02,3.4311000000000000E-02,5.1408815000000000E-02,1.0415710000000000E-01
8.9400000000000000E-07,2.2219717868456400E-19,9.2690155889447300E-03,1.1561680000000000E-02,1.4205630000000000E-02,1.6293800000000000E-02,1.8907740000000000E-02,2.3788540000000000E-02,3.4073360000000000E-02,5.1314840000000000E-02,1.0470340000000000E-01
8.9500000000000000E-07,2.2194891368044700E-19,9.2424967349397600E-03,1.1178310000000000E-02,1.4482200000000000E-02,1.5839190000000000E-02,1.8467350000000000E-02,2.5262905000000000E-02,3.4017790000000000E-02,5.1996170000000000E-02,1.0545360000000000E-01
8.9600000000000000E-07,2.2170120283928600E-19,9.1637476877853100E-03,1.0794940000000000E-02,1.4758770000000000E-02,1.5384580000000000E-02,1.8026960000000000E-02,2.6737270000000000E-02,3.3962220000000000E-02,5.2677500000000000E-02,1.0620380000000000E-01
8.9700000000000000E-07,2.2145404430769200E-19,9.0216132238905400E-03,1.0456870000000000E-02,1.4677745000000000E-02,1.5220160000000000E-02,1.7590940000000000E-02,2.6278325000000000E-02,3.3652005000000000E-02,5.2596175000000000E-02,1.0626755000000000E-01
8.9800000000000000E-07,2.2120743624053500E-19,8.7872128002443900E-03,1.0118800000000000E-02,1.4596720000000000E-02,1.5055740000000000E-02,1.7154920000000000E-02,2.5819380000000000E-02,3.3341790000000000E-02,5.2514850000000000E-02,1.0633130000000000E-01
8.9900000000000000E-07,2.2096137680089000E-19,8.3779780476190100E-03,9.6094070000000000E-03,1.4327075000000000E-02,1.5417385000000000E-02,1.7116720000000000E-02,2.5550365000000000E-02,3.2620640000000000E-02,5.1316645000000000E-02,1.0686665000000000E-01
9.0000000000000000E-07,2.2071586416000000E-19,7.6818554569242200E-03,9.1000140000000000E-03,1.4057430000000000E-02,1.5779030000000000E-02,1.7078520000000000E-02,2.5281350000000000E-02,3.1899490000000000E-02,5.0118440000000000E-02,1.0740200000000000E-01
9.0100000000000000E-07,2.2047089649722500E-19,6.7983491810325200E-03,9.2647585000000000E-03,1.4195440000000000E-02,1.6502145000000000E-02,1.7745010000000000E-02,2.5518220000000000E-02,3.2219760000000000E-02,5.0752785000000000E-02,1.0963625000000000E-01
9.0200000000000000E-07,2.2022647200000000E-19,6.5280537144754300E-03,9.4295030000000000E-03,1.4333450000000000E-02,1.7225260000000000E-02,1.8411500000000000E-02,2.5755090000000000E-02,3.2540030000000000E-02,5.1387130000000000E-02,1.1187050000000000E-01
9.0300000000000000E-07,2.1998258886378700E-19,7.2092032243228700E-03,1.0038616500000000E-02,1.4462900000000000E-02,1.7126280000000000E-02,1.9267720000000000E-02,2.5881285000000000E-02,3.3708860000000000E-02,5.2872680000000000E-02,1.1382800000000000E-01
9.0400000000000000E-07,2.1973924529203500E-19,7.9884883382661700E-03,1.0647730000000000E-02,1.4592350000000000E-02,1.7027300000000000E-02,2.0123940000000000E-02,2.6007480000000000E-02,3.4877690000000000E-02,5.4358230000000000E-02,1.1578550000000000E-01
9.0500000000000000E-07,2.1949643949613300E-19,8.4284105050148800E-03,1.0392945000000000E-02,1.4580155000000000E-02,1.6412830000000000E-02,1.9763770000000000E-02,2.6018255000000000E-02,3.4264940000000000E-02,5.3904615000000000E-02,1.1204715000000000E-01
9.0600000000000000E-07,2.1925416969536400E-19,8.5863557256110900E-03,1.0138160000000000E-02,1.4567960000000000E-02,1.5798360000000000E-02,1.9403600000000000E-02,2.6029030000000000E-02,3.3652190000000000E-02,5.3451000000000000E-02,1.0830880000000000E-01
9.0700000000000000E-07,2.1901243411686900E-19,8.6786357760176000E-03,1.0348015000000000E-02,1.3995885000000000E-02,1.6024205000000000E-02,1.8452065000000000E-02,2.5123740000000000E-02,3.2915685000000000E-02,5.1795565000000000E-02,1.0924110000000000E-01
9.0800000000000000E-07,2.1877123099559500E-19,8.7314323545054900E-03,1.0557870000000000E-02,1.3423810000000000E-02,1.6250050000000000E-02,1.7500530000000000E-02,2.4218450000000000E-02,3.2179180000000000E-02,5.0140130000000000E-02,1.1017340000000000E-01
9.0900000000000000E-07,2.1853055857425700E-19,8.7194113300395200E-03,1.0648280000000000E-02,1.3819090000000000E-02,1.6526755000000000E-02,1.7382295000000000E-02,2.4660775000000000E-02,3.2572750000000000E-02,5.1195560000000000E-02,1.1070515000000000E-01
9.1000000000000000E-07,2.1829041510329700E-19,8.7225493491610900E-03,1.0738690000000000E-02,1.4214370000000000E-02,1.6803460000000000E-02,1.7264060000000000E-02,2.5103100000000000E-02,3.2966320000000000E-02,5.2250990000000000E-02,1.1123690000000000E-01
9.1100000000000000E-07,2.1805079884083400E-19,8.7339830000000000E-03,1.0589655000000000E-02,1.3952005000000000E-02,1.6548445000000000E-02,1.7126540000000000E-02,2.4755010000000000E-02,3.2900695000000000E-02,5.1730505000000000E-02,1.1404840000000000E-01
9.1200000000000000E-07,2.1781170805263200E-19,8.7339830000000000E-03,1.0440620000000000E-02,1.3689640000000000E-02,1.6293430000000000E-02,1.6989020000000000E-02,2.4406920000000000E-02,3.2835070000000000E-02,5.1210020000000000E-02,1.1685990000000000E-01
9.1300000000000000E-07,2.1757314101204800E-19,8.7276306728624500E-03,1.0415780000000000E-02,1.3824555000000000E-02,1.6046440000000000E-02,1.6285600000000000E-02,2.4552295000000000E-02,3.2176440000000000E-02,4.9735310000000000E-02,1.1704745000000000E-01
9.1400000000000000E-07,2.1733509600000000E-19,8.7048166655014200E-03,1.0390940000000000E-02,1.3959470000000000E-02,1.5799450000000000E-02,1.5582180000000000E-02,2.4697670000000000E-02,3.1517810000000000E-02,4.8260600000000000E-02,1.1723500000000000E-01
9.1500000000000000E-07,2.1709757130491800E-19,8.6632999746835500E-03,1.0160990000000000E-02,1.3908855000000000E-02,1.5975350000000000E-02,1.5863585000000000E-02,2.4399620000000000E-02,3.0651695000000000E-02,4.8710605000000000E-02,1.1566170000000000E-01
9.1600000000000000E-07,2.1686056522270700E-19,8.6013121599695000E-03,9.9310400000000000E-03,1.3858240000000000E-02,1.6151250000000000E-02,1.6144990000000000E-02,2.4101570000000000E-02,2.9785580000000000E-02,4.9160610000000000E-02,1.1408840000000000E-01
9.1700000000000000E-07,2.1662407605670700E-19,8.5099258963116100E-03,9.8360655000000000E-03,1.3972035000000000E-02,1.6449100000000000E-02,1.6567735000000000E-02,2.4055545000000000E-02,3.0448235000000000E-02,4.9438925000000000E-02,1.1329995000000000E-01
9.1800000000000000E-07,2.1638810211764700E-19,8.3834290902173800E-03,9.7410910000000000E-03,1.4085830000000000E-02,1.6746950000000000E-02,1.6990480000000000E-02,2.4009520000000000E-02,3.1110890000000000E-02,4.9717240000000000E-02,1.1251150000000000E-01
9.1900000000000000E-07,2.1615264172361300E-19,8.2103818719869700E-03,9.4963490000000000E-03,1.3743535000000000E-02,1.6788690000000000E-02,1.7174745000000000E-02,2.4291500000000000E-02,3.1682325000000000E-02,5.0378690000000000E-02,1.1450175000000000E-01
9.2000000000000000E-07,2.1591769320000000E-19,7.9115524841088900E-03,9.2516070000000000E-03,1.3401240000000000E-02,1.6830430000000000E-02,1.7359010000000000E-02,2.4573480000000000E-02,3.2253760000000000E-02,5.1040140000000000E-02,1.1649200000000000E-01
9.2100000000000000E-07,2.1568325487947900E-19,7.3818326306892000E-03,8.9476890000000000E-03,1.3041645000000000E-02,1.6995400000000000E-02,1.7392665000000000E-02,2.3933000000000000E-02,3.2196730000000000E-02,5.1452190000000000E-02,1.1408475000000000E-01
9.2200000000000000E-07,2.1544932510195200E-19,6.5971670928772600E-03,8.6437710000000000E-03,1.2682050000000000E-02,1.7160370000000000E-02,1.7426320000000000E-02,2.3292520000000000E-02,3.2139700000000000E-02,5.1864240000000000E-02,1.1167750000000000E-01
9.2300000000000000E-07,2.1521590221451800E-19,6.0367122993403400E-03,8.7597495000000000E-03,1.2752695000000000E-02,1.7161645000000000E-02,1.6982110000000000E-02,2.3281380000000000E-02,3.2207700000000000E-02,5.0929895000000000E-02,1.0997860000000000E-01
9.2400000000000000E-07,2.1498298457142900E-19,6.3449670423509300E-03,8.8757280000000000E-03,1.2823340000000000E-02,1.7162920000000000E-02,1.6537900000000000E-02,2.3270240000000000E-02,3.2275700000000000E-02,4.9995550000000000E-02,1.0827970000000000E-01
9.2500000000000000E-07,2.1475057053405400E-19,7.0693543119265700E-03,9.2150785000000000E-03,1.2858845000000000E-02,1.7010350000000000E-02,1.6804570000000000E-02,2.3342745000000000E-02,3.1588185000000000E-02,4.9035905000000000E-02,1.0748210000000000E-01
9.2600000000000000E-07,2.1451865847084200E-19,7.5426522943396100E-03,9.5544290000000000E-03,1.2894350000000000E-02,1.6857780000000000E-02,1.7071240000000000E-02,2.3415250000000000E-02,3.0900670000000000E-02,4.8076260000000000E-02,1.0668450000000000E-01
9.2700000000000000E-07,2.1428724675728200E-19,7.8233860440542900E-03,1.0016514500000000E-02,1.3351715000000000E-02,1.6553005000000000E-02,1.8192855000000000E-02,2.3094370000000000E-02,3.0827730000000000E-02,5.0409410000000000E-02,1.0366725000000000E-01
9.2800000000000000E-07,2.1405633377586200E-19,8.0514792200602000E-03,1.0478600000000000E-02,1.3809080000000000E-02,1.6248230000000000E-02,1.9314470000000000E-02,2.2773490000000000E-02,3.0754790000000000E-02,5.2742560000000000E-02,1.0065000000000000E-01
9.2900000000000000E-07,2.1382591791603900E-19,8.1371987687929600E-03,1.0464905000000000E-02,1.4350925000000000E-02,1.4983560000000000E-02,1.7973115000000000E-02,2.3397895000000000E-02,3.0301995000000000E-02,5.2079300000000000E-02,9.8217230000000000E-02
9.3000000000000000E-07,2.1359599757419400E-19,8.1660750035403900E-03,1.0451210000000000E-02,1.4892770000000000E-02,1.3718890000000000E-02,1.6631760000000000E-02,2.4022300000000000E-02,2.9849200000000000E-02,5.1416040000000000E-02,9.5784460000000000E-02
9.3100000000000000E-07,2.1336657115359800E-19,8.1700119054662400E-03,9.9427300000000000E-03,1.4298125000000000E-02,1.2772665000000000E-02,1.5384270000000000E-02,2.4635025000000000E-02,3.0138205000000000E-02,5.1020255000000000E-02,9.0206955000000000E-02
9.3200000000000000E-07,2.1313763706437800E-19,8.1586966976445400E-03,9.4342500000000000E-03,1.3703480000000000E-02,1.1826440000000000E-02,1.4136780000000000E-02,2.5247750000000000E-02,3.0427210000000000E-02,5.0624470000000000E-02,8.4629450000000000E-02
9.3300000000000000E-07,2.1290919372347300E-19,8.1417634945454500E-03,9.6705905000000000E-03,1.4644065000000000E-02,1.2386225000000000E-02,1.3524675000000000E-02,2.5664145000000000E-02,3.0381510000000000E-02,5.2375690000000000E-02,9.0055815000000000E-02
9.3400000000000000E-07,2.1268123955460400E-19,8.1248477426800600E-03,9.9069310000000000E-03,1.5584650000000000E-02,1.2946010000000000E-02,1.2912570000000000E-02,2.6080540000000000E-02,3.0335810000000000E-02,5.4126910000000000E-02,9.5482180000000000E-02
9.3500000000000000E-07,2.1245377298823500E-19,8.1034702186165700E-03,9.8694890000000000E-03,1.4616755000000000E-02,1.4213600000000000E-02,1.2923120000000000E-02,2.5435855000000000E-02,2.8661175000000000E-02,5.0360615000000000E-02,9.3985380000000000E-02
9.3600000000000000E-07,2.1222679246153800E-19,8.0781517044145800E-03,9.8320470000000000E-03,1.3648860000000000E-02,1.5481190000000000E-02,1.2933670000000000E-02,2.4791170000000000E-02,2.6986540000000000E-02,4.6594320000000000E-02,9.2488580000000000E-02
9.3700000000000000E-07,2.1200029641835600E-19,8.0528598162352200E-03,9.8800825000000000E-03,1.4256795000000000E-02,1.6211955000000000E-02,1.5142705000000000E-02,2.4700955000000000E-02,2.7885735000000000E-02,4.7496135000000000E-02,9.3872480000000000E-02
9.3800000000000000E-07,2.1177428330916800E-19,8.0155211879323200E-03,9.9281180000000000E-03,1.4864730000000000E-02,1.6942720000000000E-02,1.7351740000000000E-02,2.4610740000000000E-02,2.8784930000000000E-02,4.8397950000000000E-02,9.5256380000000000E-02
9.3900000000000000E-07,2.1154875159105400E-19,7.9603757372674100E-03,9.8532340000000000E-03,1.4982715000000000E-02,1.6464230000000000E-02,1.8730380000000000E-02,2.5047585000000000E-02,3.0565780000000000E-02,5.2245570000000000E-02,1.0024754000000000E-01
9.4000000000000000E-07,2.1132369972766000E-19,7.9008433371216100E-03,9.7783500000000000E-03,1.5100700000000000E-02,1.5985740000000000E-02,2.0109020000000000E-02,2.5484430000000000E-02,3.2346630000000000E-02,5.6093190000000000E-02,1.0523870000000000E-01
9.4100000000000000E-07,2.1109912618916000E-19,7.8465012569761300E-03,9.0393760000000000E-03,1.4176685000000000E-02,1.5355230000000000E-02,1.8774215000000000E-02,2.4393225000000000E-02,3.0563040000000000E-02,5.3008230000000000E-02,9.8801725000000000E-02
9.4200000000000000E-07,2.1087502945222900E-19,7.8519061321473900E-03,8.3004020000000000E-03,1.3252670000000000E-02,1.4724720000000000E-02,1.7439410000000000E-02,2.3302020000000000E-02,2.8779450000000000E-02,4.9923270000000000E-02,9.2364750000000000E-02
9.4300000000000000E-07,2.1065140800000000E-19,7.8525098842695400E-03,8.6234975000000000E-03,1.3181840000000000E-02,1.5009080000000000E-02,1.6932810000000000E-02,2.2798325000000000E-02,2.8218250000000000E-02,4.7355175000000000E-02,9.0221520000000000E-02
9.4400000000000000E-07,2.1042826032203400E-19,7.8248301021874600E-03,8.9465930000000000E-03,1.3111010000000000E-02,1.5293440000000000E-02,1.6426210000000000E-02,2.2294630000000000E-02,2.7657050000000000E-02,4.4787080000000000E-02,8.8078290000000000E-02
9.4500000000000000E-07,2.1020558491428600E-19,7.7895426866223200E-03,9.1496925000000000E-03,1.3470240000000000E-02,1.5563035000000000E-02,1.6342170000000000E-02,2.2755585000000000E-02,2.8078590000000000E-02,4.6574445000000000E-02,9.5336495000000000E-02
9.4600000000000000E-07,2.0998338027907000E-19,7.7477582313857900E-03,9.3527920000000000E-03,1.3829470000000000E-02,1.5832630000000000E-02,1.6258130000000000E-02,2.3216540000000000E-02,2.8500130000000000E-02,4.8361810000000000E-02,1.0259470000000000E-01
9.4700000000000000E-07,2.0976164492502600E-19,7.6981255414603300E-03,9.3116970000000000E-03,1.3518855000000000E-02,1.5480275000000000E-02,1.6935540000000000E-02,2.4056455000000000E-02,2.8743800000000000E-02,4.8708800000000000E-02,1.0302625000000000E-01
9.4800000000000000E-07,2.0954037736708900E-19,7.6373712867368500E-03,9.2706020000000000E-03,1.3208240000000000E-02,1.5127920000000000E-02,1.7612950000000000E-02,2.4896370000000000E-02,2.8987470000000000E-02,4.9055790000000000E-02,1.0345780000000000E-01
9.4900000000000000E-07,2.0931957612644900E-19,7.5558017981072600E-03,8.6037720000000000E-03,1.3429820000000000E-02,1.4882390000000000E-02,1.7477975000000000E-02,2.4100470000000000E-02,2.9241385000000000E-02,4.8213615000000000E-02,1.0069365500000000E-01
9.5000000000000000E-07,2.0909923973052600E-19,7.4387016646706600E-03,7.9369420000000000E-03,1.3651400000000000E-02,1.4636860000000000E-02,1.7343000000000000E-02,2.3304570000000000E-02,2.9495300000000000E-02,4.7371440000000000E-02,9.7929510000000000E-02
9.5100000000000000E-07,2.0887936671293400E-19,7.2538398237145700E-03,7.7634310000000000E-03,1.4283920000000000E-02,1.4569780000000000E-02,1.7355370000000000E-02,2.4938555000000000E-02,2.9672980000000000E-02,4.7649755000000000E-02,9.9617505000000000E-02
9.5200000000000000E-07,2.0865995561344500E-19,6.9458258998741900E-03,7.5899200000000000E-03,1.4916440000000000E-02,1.4502700000000000E-02,1.7367740000000000E-02,2.6572540000000000E-02,2.9850660000000000E-02,4.7928070000000000E-02,1.0130550000000000E-01
9.5300000000000000E-07,2.0844100497796400E-19,6.4284182976227700E-03,7.5771350000000000E-03,1.3701655000000000E-02,1.4611705000000000E-02,1.7125085000000000E-02,2.5261260000000000E-02,2.9751400000000000E-02,4.9485910000000000E-02,1.0029307000000000E-01
9.5400000000000000E-07,2.0822251335849100E-19,5.7528899307241300E-03,7.5643500000000000E-03,1.2486870000000000E-02,1.4720710000000000E-02,1.6882430000000000E-02,2.3949980000000000E-02,2.9652140000000000E-02,5.1043750000000000E-02,9.9280640000000000E-02
9.5500000000000000E-07,2.0800447931308900E-19,5.4739007801003300E-03,7.9793150000000000E-03,1.2545135000000000E-02,1.4876740000000000E-02,1.7142730000000000E-02,2.4785875000000000E-02,2.9834390000000000E-02,5.0340735000000000E-02,9.8512205000000000E-02
9.5600000000000000E-07,2.0778690140585800E-19,5.9107655887021000E-03,8.3942800000000000E-03,1.2603400000000000E-02,1.5032770000000000E-02,1.7403030000000000E-02,2.5621770000000000E-02,3.0016640000000000E-02,4.9637720000000000E-02,9.7743770000000000E-02
9.5700000000000000E-07,2.0756977820689600E-19,6.5150837548764000E-03,8.6284290000000000E-03,1.2948425000000000E-02,1.4917390000000000E-02,1.6826215000000000E-02,2.4517045000000000E-02,3.0105850000000000E-02,4.8616630000000000E-02,9.7689145000000000E-02
9.5800000000000000E-07,2.0735310829227600E-19,6.9077543332986200E-03,8.8625780000000000E-03,1.3293450000000000E-02,1.4802010000000000E-02,1.6249400000000000E-02,2.3412320000000000E-02,3.0195060000000000E-02,4.7595540000000000E-02,9.7634520000000000E-02
9.5900000000000000E-07,2.0713689024400400E-19,7.1115519294264700E-03,8.7792925000000000E-03,1.3098635000000000E-02,1.4633580000000000E-02,1.5779180000000000E-02,2.3417800000000000E-02,2.9618140000000000E-02,4.7539515000000000E-02,9.7330425000000000E-02
9.6000000000000000E-07,2.0692112265000000E-19,7.2013617300052000E-03,8.6960070000000000E-03,1.2903820000000000E-02,1.4465150000000000E-02,1.5308960000000000E-02,2.3423280000000000E-02,2.9041220000000000E-02,4.7483490000000000E-02,9.7026330000000000E-02
9.6100000000000000E-07,2.0670580410405800E-19,7.2384249293506500E-03,8.5893435000000000E-03,1.2651650000000000E-02,1.4227090000000000E-02,1.5152160000000000E-02,2.2769470000000000E-02,2.9444845000000000E-02,4.8168435000000000E-02,9.8291875000000000E-02
9.6200000000000000E-07,2.0649093320582100E-19,7.2403450000000000E-03,8.4826800000000000E-03,1.2399480000000000E-02,1.3989030000000000E-02,1.4995360000000000E-02,2.2115660000000000E-02,2.9848470000000000E-02,4.8853380000000000E-02,9.9557420000000000E-02
9.6300000000000000E-07,2.0627650856074800E-19,7.2357676163645800E-03,8.4302610000000000E-03,1.2314270000000000E-02,1.4007075000000000E-02,1.5159800000000000E-02,2.1980330000000000E-02,2.9990140000000000E-02,4.7514210000000000E-02,9.7652730000000000E-02
9.6400000000000000E-07,2.0606252878008300E-19,7.2470300800910600E-03,8.3778420000000000E-03,1.2229060000000000E-02,1.4025120000000000E-02,1.5324240000000000E-02,2.1845000000000000E-02,3.0131810000000000E-02,4.6175040000000000E-02,9.5748040000000000E-02
9.6500000000000000E-07,2.0584899248082900E-19,7.2354808191874300E-03,8.7164625000000000E-03,1.2368890000000000E-02,1.4633760000000000E-02,1.5564535000000000E-02,2.2162045000000000E-02,3.0266900000000000E-02,4.6053955000000000E-02,9.7812970000000000E-02
9.6600000000000000E-07,2.0563589828571400E-19,7.1995297521173300E-03,9.0550830000000000E-03,1.2508720000000000E-02,1.5242400000000000E-02,1.5804830000000000E-02,2.2479090000000000E-02,3.0401990000000000E-02,4.5932870000000000E-02,9.9877900000000000E-02
9.6700000000000000E-07,2.0542324482316400E-19,7.1962810913030000E-03,9.2068600000000000E-03,1.2025865000000000E-02,1.5505065000000000E-02,1.6024935000000000E-02,2.2853115000000000E-02,2.9934385000000000E-02,4.6216610000000000E-02,1.0055530000000000E-01
9.6800000000000000E-07,2.0521103072727300E-19,7.1943038502525000E-03,9.3586370000000000E-03,1.1543010000000000E-02,1.5767730000000000E-02,1.6245040000000000E-02,2.3227140000000000E-02,2.9466780000000000E-02,4.6500350000000000E-02,1.0123270000000000E-01
9.6900000000000000E-07,2.0499925463777100E-19,7.1752176219110400E-03,9.0295135000000000E-03,1.1851260000000000E-02,1.5436525000000000E-02,1.6152995000000000E-02,2.2442565000000000E-02,2.9963265000000000E-02,4.6451550000000000E-02,1.0132920000000000E-01
9.7000000000000000E-07,2.0478791520000000E-19,7.1552409829235700E-03,8.7003900000000000E-03,1.2159510000000000E-02,1.5105320000000000E-02,1.6060950000000000E-02,2.1657990000000000E-02,3.0459750000000000E-02,4.6402750000000000E-02,1.0142570000000000E-01
9.7100000000000000E-07,2.0457701106488200E-19,7.1354578233843600E-03,8.6656880000000000E-03,1.2297700000000000E-02,1.4800365000000000E-02,1.6057315000000000E-02,2.1419295000000000E-02,3.0561935000000000E-02,4.6207570000000000E-02,1.0065726500000000E-01
